iter	RMSE
222	0.009947706512
223	0.009936129475
224	0.009925854959
225	0.009917410541
226	0.009913329623
227	0.009904489695
228	0.009897524698
229	0.009893379725
230	0.00988657786
231	0.009884431748
232	0.009873674378
233	0.009861822704
234	0.009855627575
235	0.009847134504
236	0.009840041194
237	0.009835412846
238	0.009829072536
239	0.009825977102
240	0.009815808544
241	0.009807997918
242	0.009799609675
243	0.009798071528
244	0.009791704025
245	0.009787838379
246	0.009785688894
247	0.009779380781
248	0.009769957433
249	0.00976201699
250	0.009754590504
251	0.009745586963
252	0.009740972493
253	0.009738642548
254	0.00973682302
255	0.009730489696
256	0.009729147821
257	0.009721691182
258	0.00971181522
259	0.009709574616
260	0.009706890403
261	0.009696790964
262	0.009688000933
263	0.009681599229
264	0.009675214896
265	0.009670197946
266	0.009664142636
267	0.009653961503
268	0.009648807407
269	0.009644574201
270	0.009636601749
271	0.009635369321
272	0.009625624765
273	0.00961948885
274	0.009618239393
275	0.009615181723
276	0.009611246177
277	0.00960222666
278	0.009593543838
279	0.009587764699
280	0.009585441715
281	0.009578925928
282	0.009573652446
283	0.009568817686
284	0.009563798949
285	0.009561054311
286	0.009558262538
287	0.009550746127
288	0.009548237018
289	0.009542006972
290	0.009539533649
291	0.009538708531
292	0.009529905339
293	0.009523359968
294	0.009520491804
295	0.009517133153
296	0.009508421426
297	0.009505945023
298	0.009503477982
299	0.009502526079
300	0.009499696731
301	0.00949882989
302	0.009494013137
303	0.009493168893
304	0.009486512039
305	0.009483314823
306	0.009482524879
307	0.009478081399
308	0.009472238032
309	0.009464063354
310	0.009459479325
311	0.009453189201
312	0.009446749834
313	0.009442120728
314	0.009436905894
315	0.009433412566
316	0.009428186558
317	0.009424083264
318	0.009417770076
319	0.009410348895
320	0.009408492858
321	0.009404214721
322	0.009398832371
323	0.009392423413
324	0.009387398737
325	0.009380178222
326	0.009372398656
327	0.009368359988
328	0.009365029468
329	0.009362589469
330	0.009356935572
331	0.009356303549
332	0.009352490435
333	0.009347244365
334	0.009342267698
335	0.009339654268
336	0.009335078265
337	0.009334208539
338	0.009327099601
339	0.009320584502
340	0.009315683388
341	0.009312519276
342	0.009307995862
343	0.009303867916
344	0.009299631103
345	0.009297732856
346	0.009294516435
347	0.009289693033
348	0.009288080686
349	0.009281421697
350	0.0092753832
351	0.009271438405
352	0.009265245182
353	0.009259435397
354	0.009255306997
355	0.009253130741
356	0.009249712699
357	0.009245997914
358	0.009239583523
359	0.009235622324
360	0.009231775692
361	0.009227335869
362	0.009226920213
363	0.009223011446
364	0.009214787875
365	0.009207756025
366	0.009205610841
367	0.009204998219
368	0.009198386431
369	0.009192999108
370	0.009190950975
371	0.009187434656
372	0.009180649964
373	0.009178607476
374	0.009172799215
375	0.0091670003
376	0.009162843033
377	0.009160583222
378	0.009157053802
379	0.009155121139
380	0.009150129961
381	0.009148480637
382	0.009145130132
383	0.009138697057
384	0.009133971417
385	0.009133356302
386	0.009130653644
387	0.00912670104
388	0.00912454638
389	0.00912277646
390	0.009119215647
391	0.009114681884
392	0.009109292628
393	0.009105169171
394	0.009104085908
395	0.009096382194
396	0.009090620888
397	0.009087943459
398	0.009084935527
399	0.009082282793
400	0.009078832653
401	0.009077228351
402	0.009076269414
403	0.009074816841
404	0.009069439943
405	0.009066910557
406	0.009064181196
407	0.009059644528
408	0.009058253681
409	0.009055818357
410	0.00905178039
411	0.009049886319
412	0.009045376961
413	0.009039989703
414	0.009037035269
415	0.009034688826
416	0.00903213035
417	0.009026698349
418	0.009020030025
419	0.009018412744
420	0.009014361168
421	0.009010269797
422	0.009007750228
423	0.009003831959
424	0.009001917905
425	0.008997760318
426	0.008996328691
427	0.008993137648
428	0.008988888466
429	0.008985028795
430	0.008984465612
431	0.008982060416
432	0.008981152719
433	0.008976260602
434	0.008974377975
435	0.008969025073
436	0.008962488242
437	0.008961494236
438	0.008957874123
439	0.00895233809
440	0.008948156429
441	0.008943359767
442	0.008938165708
443	0.008933952827
444	0.008930942336
445	0.008926472436
446	0.008924349018
447	0.008919973959
448	0.008915573749
449	0.008914045764
450	0.008907287449
451	0.008906708458
452	0.008901687831
453	0.008901024017
454	0.008896834912
455	0.008893131695
456	0.008892237895
457	0.008889599217
458	0.008889059097
459	0.008888714724
460	0.008885238717
461	0.008878868964
462	0.008877021087
463	0.008872487634
464	0.00887051144
465	0.008867024239
466	0.008862989098
467	0.008861057624
468	0.008858912505
469	0.008856102139
470	0.008854231545
471	0.008847760544
472	0.008843346924
473	0.008842027548
474	0.00883790403
475	0.008836627105
476	0.008832839885
477	0.008832454811
478	0.008826875209
479	0.008823448804
480	0.008816187358
481	0.00881562692
482	0.008810826908
483	0.008807107443
484	0.008804818958
485	0.008801582233
486	0.008798455282
487	0.008795916156
488	0.008790041867
489	0.008786893614
490	0.008786475607
491	0.008780103923
492	0.008777827502
493	0.008773447053
494	0.008771058545
495	0.008766617965
496	0.008763452754
497	0.008762181341
498	0.008759712596
499	0.00875908122
500	0.008757992177
501	0.008757576893
502	0.008754417433
503	0.008752247175
504	0.008747467021
505	0.008747339688
506	0.008742205167
507	0.008740575849
508	0.008738965411
509	0.008737892837
510	0.008733650242
511	0.00873215952
512	0.008729699918
513	0.00872896066
514	0.008728555194
515	0.008725021017
516	0.008721645126
517	0.008720923319
518	0.008720207923
519	0.008716207873
520	0.008711986361
521	0.008709486066
522	0.008705949125
523	0.008703747788
524	0.008698589269
525	0.008695950476
526	0.008691279587
527	0.008687961895
528	0.008684116395
529	0.008678839517
530	0.008677803686
531	0.008676986603
532	0.008674393885
533	0.008671281304
534	0.008667124687
535	0.008665814607
536	0.008662983635
537	0.008661315479
538	0.008656687432
539	0.008653907535
540	0.008649406383
541	0.00864740597
542	0.008644419391
543	0.008640659499
544	0.008636164231
545	0.00863343501
546	0.008630696721
547	0.008629021525
548	0.008626209219
549	0.008623724359
550	0.008619008552
551	0.008614879669
552	0.008612182769
553	0.008608983792
554	0.008607254139
555	0.008606723725
556	0.008603936223
557	0.008602519825
558	0.008599712574
559	0.008599336318
560	0.008599021473
561	0.008595988643
562	0.00859457085
563	0.008590282147
564	0.008589527632
565	0.008589280424
566	0.008587587294
567	0.008584682202
568	0.008583390907
569	0.008581741305
570	0.008578539015
571	0.008575572329
572	0.008572157649
573	0.008570038308
574	0.008569000116
575	0.008568621279
576	0.008566625242
577	0.008565033006
578	0.008561014042
579	0.008557137219
580	0.008553923066
581	0.008551062863
582	0.008550338985
583	0.008547167639
584	0.008546000949
585	0.008541024689
586	0.008537359327
587	0.008534343358
588	0.008531391389
589	0.008528509602
590	0.008523281825
591	0.008520175083
592	0.008517474718
593	0.008516504723
594	0.008514055713
595	0.00851200934
596	0.008508711547
597	0.008507053392
598	0.008503494516
599	0.008502492468
600	0.008501190695
601	0.00849681783
602	0.008492262211
603	0.008488148789
604	0.008483703464
605	0.008481460413
606	0.008479306902
607	0.008478501168
608	0.00847366979
609	0.008472710133
610	0.008470204553
611	0.008465536408
612	0.008465301112
613	0.008464706387
614	0.008461323862
615	0.008458950587
616	0.008456730791
617	0.008455896016
618	0.008455560219
619	0.008454051307
620	0.008451900748
621	0.008447349393
622	0.008442045595
623	0.008439487419
624	0.008436694438
625	0.008434450531
626	0.008434016804
627	0.008432451868
628	0.008430893117
629	0.008426851086
630	0.008424099351
631	0.008419127622
632	0.008416381949
633	0.00841399008
634	0.008410946428
635	0.008409200622
636	0.008405337151
637	0.008402189568
638	0.008401274079
639	0.008398931738
640	0.008397065268
641	0.008394701142
642	0.008392855342
643	0.008391629391
644	0.008389383099
645	0.008385046365
646	0.008384155775
647	0.008382011374
648	0.008379676783
649	0.008379204346
650	0.008377721477
651	0.008376248919
652	0.008375923446
653	0.00837408493
654	0.008372561342
655	0.00836877502
656	0.008365518493
657	0.00836217663
658	0.008361779311
659	0.008359052066
660	0.008355489145
661	0.008353624205
662	0.008351181907
663	0.008349092912
664	0.008345398776
665	0.008341367321
666	0.008338671281
667	0.008335486125
668	0.008331358073
669	0.008328607681
670	0.008327042361
671	0.008323271331
672	0.008321107119
673	0.008318802469
674	0.008317401324
675	0.008315542058
676	0.008315125444
677	0.008314408268
678	0.008311875381
679	0.008309027655
680	0.008308320518
681	0.008306672969
682	0.008304430393
683	0.008303822418
684	0.008301693735
685	0.008300155901
686	0.008296628546
687	0.008295014641
688	0.008292652731
689	0.008291484078
690	0.00828753093
691	0.008286114948
692	0.008282406308
693	0.008278497972
694	0.008276772346
695	0.008276230612
696	0.00827434683
697	0.008271981184
698	0.008268110318
699	0.008266914521
700	0.008264225319
701	0.008262255316
702	0.008261122898
703	0.008258581435
704	0.008258128159
705	0.008254810571
706	0.00825299941
707	0.008251253498
708	0.008250596657
709	0.008247588245
710	0.008244951676
711	0.008242105197
712	0.008240372332
713	0.008237674122
714	0.008235381386
715	0.008233710845
716	0.008231937973
717	0.008231412576
718	0.00822867735
719	0.008227274096
720	0.008226112063
721	0.008222747178
722	0.008220244511
723	0.008219239619
724	0.008218175467
725	0.008215510732
726	0.008214991478
727	0.008210706764
728	0.008207899546
729	0.008206373172
730	0.008202344447
731	0.008199760295
732	0.008198675637
733	0.00819722096
734	0.00819683888
735	0.008193296413
736	0.008190792025
737	0.008187567003
738	0.008184413609
739	0.008179274341
740	0.008177015686
741	0.008175487877
742	0.008173584923
743	0.008169332129
744	0.008167531181
745	0.008164475586
746	0.008163990708
747	0.008162467492
748	0.0081599834
749	0.008158299562
750	0.008154783835
751	0.008154394369
752	0.008153793194
753	0.008152814438
754	0.008150742049
755	0.008150119694
756	0.008149540335
757	0.008147973079
758	0.008146641286
759	0.008145174259
760	0.008143580743
761	0.008137376436
762	0.008133213636
763	0.008131680228
764	0.008130610986
765	0.008129104277
766	0.008128532793
767	0.00812376235
768	0.008122726614
769	0.008120926862
770	0.008120167413
771	0.008119111165
772	0.008115566351
773	0.008114009734
774	0.008112932468
775	0.008111133292
776	0.008109761929
777	0.008109249903
778	0.008106464974
779	0.008102229644
780	0.008101230272
781	0.008099572401
782	0.008097809899
783	0.008097524606
784	0.008096958688
785	0.008093721867
786	0.008090866319
787	0.008090426995
788	0.008088257064
789	0.008084169036
790	0.008082804093
791	0.008078923662
792	0.008077445638
793	0.008076554702
794	0.00807511008
795	0.008074558513
796	0.008072222896
797	0.008069022742
798	0.008067469954
799	0.008065421872
800	0.008062738328
801	0.008061867061
802	0.008060468172
803	0.008058997992
804	0.008057344557
805	0.008056584504
806	0.008055228533
807	0.008052183834
808	0.008049670164
809	0.008046660186
810	0.008045777611
811	0.008043671697
812	0.008042762888
813	0.008039854967
814	0.008037328155
815	0.008036385003
816	0.008036200402
817	0.008035224584
818	0.008034949736
819	0.008033092038
820	0.00803144029
821	0.008030069776
822	0.008026752808
823	0.00802324547
824	0.008022900131
825	0.008022194748
826	0.00802093612
827	0.008019779236
828	0.008019369003
829	0.008015182909
830	0.008012902018
831	0.008009999189
832	0.008008901706
833	0.008007661546
834	0.008004870914
835	0.008001617556
836	0.008000883261
837	0.007999892954
838	0.007999135409
839	0.007998271654
840	0.007994947619
841	0.007992216336
842	0.007991958382
843	0.007989585575
844	0.007986480353
845	0.007984536211
846	0.007983258678
847	0.007982770887
848	0.007978563338
849	0.007977261578
850	0.007974599863
851	0.007974099614
852	0.007971731404
853	0.007971314279
854	0.007970938762
855	0.007970711112
856	0.007967965562
857	0.007965426096
858	0.007962005906
859	0.007960771936
860	0.007959592793
861	0.00795866641
862	0.007958433791
863	0.00795636355
864	0.007954607541
865	0.00795148376
866	0.007949645747
867	0.007948971191
868	0.007948071065
869	0.007945639493
870	0.007943362386
871	0.007940403958
872	0.007937160313
873	0.007934322385
874	0.007932488537
875	0.007930307958
876	0.007930069796
877	0.007927093682
878	0.007924717434
879	0.007921876849
880	0.007920627258
881	0.007917769791
882	0.007916670516
883	0.007913925797
884	0.007910995681
885	0.007910305279
886	0.007909889568
887	0.00790922532
888	0.007907574075
889	0.00790595453
890	0.007902944168
891	0.007901582381
892	0.007900720911
893	0.007899513627
894	0.007897113533
895	0.007895446445
896	0.00789386577
897	0.00789266016
898	0.00789066462
899	0.007886608003
900	0.007884128192
901	0.007881946862
902	0.007881774568
903	0.007880649015
904	0.007878897473
905	0.007876586081
906	0.007875871066
907	0.00787557502
908	0.007875443223
909	0.007873272689
910	0.007871903883
911	0.007870128861
912	0.007868499488
913	0.007867174826
914	0.007866789343
915	0.007866143342
916	0.007864503428
917	0.007863058992
918	0.007860690151
919	0.007857218603
920	0.007855234154
921	0.007853687706
922	0.007852535496
923	0.007851424575
924	0.007848877524
925	0.007847525578
926	0.007846511377
927	0.007846317597
928	0.007843909184
929	0.00784351952
930	0.007842587209
931	0.00784075019
932	0.007839108887
933	0.007837646764
934	0.007836240868
935	0.007834391429
936	0.007832982964
937	0.007832703773
938	0.007831287379
939	0.007830020205
940	0.007828026114
941	0.007826632575
942	0.007826396606
943	0.007825325022
944	0.007825071205
945	0.007823408692
946	0.007821930087
947	0.007820928199
948	0.007819180672
949	0.007817852125
950	0.007815952668
951	0.007814774501
952	0.007813488585
953	0.007812044076
954	0.007809780682
955	0.007807118904
956	0.007805759312
957	0.007804213629
958	0.007800331703
959	0.00779991702
960	0.007798248984
961	0.007795890529
962	0.007794524694
963	0.007793299063
964	0.007791643971
965	0.00779097028
966	0.007790652068
967	0.007789244439
968	0.007786262319
969	0.007784826865
970	0.007783375097
971	0.00777966002
972	0.007777437387
973	0.007776806213
974	0.007775444975
975	0.007773509354
976	0.007772125948
977	0.007768925131
978	0.007766136411
979	0.007764522498
980	0.007763264901
981	0.007762950724
982	0.007761418904
983	0.007760413122
984	0.007759036636
985	0.007758710423
986	0.007757820724
987	0.007754854218
988	0.007753930072
989	0.007752707808
990	0.007751405779
991	0.007750341169
992	0.007748620402
993	0.007747802576
994	0.007746609291
995	0.007745810201
996	0.007743951454
997	0.007742874433
998	0.00773922514
999	0.007736352402
