cycle,time 3.9v,time 4.0v,time 4.1v,time 4.2v,time end,SoH,cell
26,647.906,1775.0,2722.031,3357.718,6741.500000000001,0.9353357681400493,B0007
27,653.078,1758.515,2702.609,3336.156,6742.562999999999,0.9298062322010084,B0007
28,652.672,1758.469,2701.906,3335.453,7281.9220000000005,0.930016954859173,B0007
29,639.36,1732.61,2670.907,3312.157,7251.999999999999,0.9295826554580384,B0007
30,638.797,1732.422,2671.469,3302.109,6841.875,0.9240699089389144,B0007
31,634.078,1724.438,2671.016,3302.156,7488.296999999994,0.924600851063082,B0007
32,573.297,1641.11,2624.031,3278.453,7164.438,0.9417338718975423,B0007
34,670.547,1781.687,2703.703,3339.391,6774.265000000001,0.926042519826176,B0007
35,658.375,1766.312,2678.75,3316.484,6821.405999999999,0.9234752324104354,B0007
36,632.782,1730.86,2646.219,3282.047,7369.609999999999,0.918414215584509,B0007
37,612.657,1701.75,2622.188,3258.813,6773.6720000000005,0.9185809809836137,B0007
38,603.0,1691.765,2606.875,3243.64,7330.657000000001,0.9158361291859427,B0007
39,609.954,1692.454,2607.36,3239.954,7221.781000000001,0.9105735475658892,B0007
40,592.047,1665.406,2580.75,3216.922,6776.140000000005,0.9082530457557575,B0007
41,572.39,1633.344,2550.406,3186.609,7415.6720000000005,0.9056907800752277,B0007
42,562.375,1616.282,2530.532,3167.719,7500.249999999999,0.9058028166969792,B0007
43,559.218,1619.281,2528.578,3164.171,7340.610000000001,0.9030274477778701,B0007
44,567.312,1632.547,2534.719,3166.531,7080.250000000001,0.9066020913497028,B0007
45,558.281,1616.937,2521.25,3150.141,7016.077999999998,0.9031320969141767,B0007
46,509.812,1565.531,2515.797,3169.828,7635.094000000001,0.8979155124950229,B0007
47,540.235,1595.75,2503.891,3146.907,7612.078,0.8929426300195226,B0007
48,522.718,1561.406,2471.343,3118.328,7199.187,0.8901634302251377,B0007
49,505.328,1534.625,2444.844,3090.25,7715.484,0.9075378449787789,B0007
50,440.0,1458.235,2422.282,3084.047,6862.343999999999,0.9078512577422919,B0007
51,661.032,1772.219,2647.313,3274.829,6788.718000000001,0.9001216089028337,B0007
52,617.782,1706.61,2594.219,3222.25,7153.9220000000005,0.8952238102804654,B0007
53,575.516,1639.016,2531.75,3168.5629999999946,6588.296000000002,0.890171516150066,B0007
54,547.375,1600.359,2491.171,3133.203,7477.703000000001,0.887664384798406,B0007
55,525.484,1564.234,2459.781,3103.094,6874.9839999999995,0.8851314867366427,B0007
56,517.594,1553.312,2445.891,3087.531,7159.453,0.880040530927102,B0007
57,509.547,1532.406,2426.969,3068.391,7368.656000000001,0.8748237967688445,B0007
58,490.219,1508.4379999999946,2401.5,3036.327999999994,7769.5,0.8748250375296555,B0007
59,477.156,1487.453,2382.281,3024.031,7781.344,0.8725143696073415,B0007
60,462.265,1460.437,2357.906,2997.218,7688.750000000001,0.8698228727643363,B0007
61,460.062,1463.125,2352.64,2994.687,7593.9529999999995,0.8642821138858982,B0007
62,452.015,1448.109,2334.64,2971.234,7764.859999999999,0.861950162294209,B0007
63,442.469,1422.953,2311.516,2954.078,6836.781000000001,0.8569894388242596,B0007
64,422.437,1395.969,2283.062,2926.14,7348.219000000001,0.8569850998502306,B0007
65,409.938,1374.672,2260.156,2901.547,7809.516,0.8518260586819383,B0007
66,412.234,1377.578,2257.171,2893.062,7912.9529999999995,0.8520068737191243,B0007
67,417.125,1382.781,2252.969,2887.219,7593.828,0.8467858078671516,B0007
68,394.688,1342.547,2224.75,2859.547,7293.813,0.8438288681938828,B0007
69,376.421,1319.5,2194.328,2828.671,7833.7970000000005,0.8415372178291576,B0007
70,369.297,1298.954,2176.766,2812.11,7682.514999999999,0.8389635071012741,B0007
71,362.516,1285.359,2158.937,2793.844,7673.906,0.8366030137983086,B0007
72,356.969,1274.609,2144.812,2780.172,7124.234,0.8337183604126994,B0007
73,349.406,1259.062,2127.656,2760.546,8045.110000000001,0.8311331315333763,B0007
74,341.437,1245.469,2109.672,2747.984,8029.343999999999,0.8287121532881532,B0007
75,334.047,1228.188,2094.297,2728.282,8017.578,0.826269342464367,B0007
76,329.031,1216.719,2081.187,2712.969,8093.812000000001,0.8236087313786661,B0007
77,321.5,1199.094,2065.922,2697.063,8109.530999999997,0.8182068405449036,B0007
78,313.891,1185.782,2046.25,2673.61,7755.937,0.8181277156024248,B0007
79,306.531,1166.453,2025.797,2655.563,8151.530999999999,0.820559589609192,B0007
80,253.562,1105.812,2000.578,2640.859,8078.156999999999,0.8157850394828483,B0007
81,316.547,1176.343,2036.375,2665.922,8140.515000000005,0.810606641493618,B0007
82,289.375,1124.765,1985.984,2618.25,8187.014999999999,0.8082136607381061,B0007
83,281.531,1104.047,1967.922,2598.234,7609.8279999999995,0.8079117550809605,B0007
84,281.469,1103.61,1961.625,2592.969,8214.25,0.808362090148945,B0007
85,288.75,1117.484,1970.609,2598.484,8207.422,0.8054327931865013,B0007
86,286.047,1110.828,1962.75,2580.984,8074.953000000005,0.8003301687154688,B0007
87,276.093,1088.093,1938.89,2561.781,7555.3910000000005,0.7979587243502831,B0007
88,266.391,1060.578,1911.688,2532.891,8272.969000000001,0.7981089759731121,B0007
89,253.51500000000001,1039.953,1895.812,2522.5,8283.828,0.7979032557316986,B0007
90,261.187,1049.14,1897.922,2519.109,8225.719,0.7953253910740352,B0007
91,263.234,1057.359,1898.312,2517.952999999994,8286.844000000012,0.8444105580927753,B0007
92,238.688,1058.75,1958.781,2607.094,8195.484,0.8129969139866602,B0007
93,306.063,1152.125,2014.219,2641.609,7902.843999999994,0.8078716931406449,B0007
94,291.687,1121.015,1982.219,2609.531,8091.594,0.8028313382423269,B0007
95,281.235,1095.203,1949.094,2574.453,8231.36,0.7974873460762174,B0007
96,269.031,1067.61,1920.406,2542.828,8150.610000000001,0.7952051219435973,B0007
97,260.812,1050.39,1901.265,2524.25,8184.156000000001,0.7926758531494089,B0007
98,256.109,1039.859,1890.875,2511.359,8293.938000000006,0.7899868573621188,B0007
99,251.969,1025.766,1873.985,2496.985,7866.625,0.7876092732639034,B0007
100,245.954,1015.329,1861.0,2481.516,8323.578,0.784899242324434,B0007
101,241.046,1005.062,1846.421,2465.109,8340.391,0.7851282687975178,B0007
102,235.719,992.407,1833.407,2452.032,8354.811999999998,0.782624936954719,B0007
103,233.375,982.531,1823.75,2448.594,7919.312000000003,0.7798169667805736,B0007
104,225.906,973.047,1812.5,2431.89,8374.829,0.7824910266696052,B0007
105,195.328,946.797,1816.468,2443.875,7599.2970000000005,0.787489749921135,B0007
106,255.922,1027.406,1869.234,2482.562,8087.25,0.7826405584390229,B0007
107,238.203,999.969,1837.437,2454.375,7462.8279999999995,0.779877748735063,B0007
108,230.953,975.016,1808.344,2422.688,7894.718000000001,0.7749488428352495,B0007
109,226.031,957.39,1797.172,2409.25,8396.859,0.7719385765672511,B0007
110,218.109,944.968,1777.656,2389.843,7652.078,0.7725093744345036,B0007
111,223.469,955.719,1782.609,2394.812,8324.469000000001,0.7722970077051454,B0007
112,218.313,942.375,1769.641,2379.313,8425.405999999999,0.7671543360879438,B0007
113,210.375,919.094,1744.031,2357.437,8448.25,0.7643801971479242,B0007
114,205.312,906.64,1731.578,2344.64,7666.766000000001,0.7644630124589922,B0007
115,208.656,912.297,1734.484,2344.984,8461.641,0.7645458250665615,B0007
116,208.141,912.047,1736.86,2345.579,8459.984,0.7619529662330624,B0007
117,203.172,899.765,1722.437,2328.703,8478.516,0.7593337709550307,B0007
118,195.891,875.203,1700.031,2308.344,8497.203000000001,0.7568241133213476,B0007
119,193.047,864.156,1683.828,2294.734,8215.719,0.7568025092614517,B0007
120,192.875,871.719,1690.156,2298.828,7903.953000000001,0.7569735307433982,B0007
121,198.172,881.641,1696.344,2300.313,7840.545999999997,0.7669799596579393,B0007
122,191.062,900.406,1757.39,2373.969,7966.703,0.7695686399326549,B0007
123,218.188,934.703,1755.907,2361.078,8338.984999999995,0.7618123986419368,B0007
124,205.578,894.141,1718.453,2330.203,8298.735,0.7567906517794574,B0007
125,193.422,866.516,1688.531,2297.906,8509.203000000001,0.7538925374923957,B0007
126,187.781,848.812,1671.39,2278.484,8444.030999999999,0.7515980338018666,B0007
127,183.312,837.156,1657.547,2264.562,8508.407,0.7489110298497941,B0007
128,181.031,826.734,1644.3120000000054,2250.8899999999994,8494.828999999998,0.746424267316758,B0007
129,175.656,814.453,1629.391,2236.25,8570.844,0.746207194933513,B0007
130,170.687,796.687,1610.25,2216.891,7896.75,0.7437413882690405,B0007
131,168.218,791.984,1607.14,2211.797,8374.015,0.7412675743202055,B0007
132,165.703,784.359,1594.969,2199.515,8607.047,0.7413937161114492,B0007
133,160.562,774.3120000000054,1583.1089999999967,2188.1870000000054,8617.093999999997,0.7384855898875295,B0007
134,160.5,768.813,1574.453,2176.969,8556.421999999999,0.7409507777068638,B0007
135,135.469,733.875,1581.985,2197.344,8608.203000000001,0.7490683099437412,B0007
136,223.297,874.328,1661.656,2255.547,8495.719000000003,0.7410387607196436,B0007
137,170.625,785.922,1600.547,2202.844,8602.780999999999,0.7385577656406076,B0007
138,160.344,766.797,1577.281,2179.578,8627.094000000001,0.7360386391528244,B0007
139,155.5,756.312,1564.406,2167.203,8335.25,0.736124006828227,B0007
140,157.922,761.563,1564.969,2164.75,8524.469,0.7335053336137333,B0007
141,157.704,758.579,1561.329,2161.297,8275.156999999997,0.7308836247667689,B0007
142,153.078,739.063,1539.625,2139.328,8053.9220000000005,0.7283476335244854,B0007
143,145.531,721.328,1519.531,2119.781,8613.921999999999,0.725677486379478,B0007
144,142.5,705.922,1504.984,2104.515,8543.297,0.7258079631286875,B0007
145,145.375,713.375,1511.266,2108.375,8512.86,0.7234080666086842,B0007
146,143.172,706.656,1499.578,2094.047,7875.530999999994,0.7233785303884392,B0007
147,137.688,690.953,1484.297,2081.953,8419.141,0.7206898740723396,B0007
148,132.875,671.047,1466.282,2064.11,8506.625,0.7181228126104089,B0007
149,130.093,665.843,1456.265,2053.718,8751.046999999999,0.7184077076962414,B0007
150,133.203,673.812,1462.031,2056.843,7980.657,0.7181472572930023,B0007
151,132.938,671.078,1457.016,2054.672,8500.453,0.7209287657939007,B0007
152,95.078,584.609,1424.078,2038.734,8768.594,0.7336031742390898,B0007
153,155.547,741.766,1544.484,2143.25,8646.812999999995,0.7259320183924443,B0007
154,148.016,718.063,1518.859,2118.453,8456.188,0.7235689876374249,B0007
155,140.312,693.437,1486.672,2083.828,7990.281000000001,0.7208952932811995,B0007
156,137.61,677.938,1469.578,2067.094,8355.953000000001,0.7158154739555554,B0007
157,132.562,667.625,1456.625,2051.14,8482.906,0.7159042124836843,B0007
158,130.016,662.859,1452.312,2047.766,8219.046000000006,0.7131281292553434,B0007
159,128.281,652.0,1441.063,2033.484,8534.625,0.7130438764462457,B0007
160,122.906,640.734,1425.14,2017.156,8781.187999999998,0.7106316755015847,B0007
161,125.157,638.219,1422.407,2014.797,8264.25,0.7081636374397554,B0007
162,122.25,632.343,1409.609,2003.875,8295.515,0.7082890914587997,B0007
163,123.015,631.0,1411.125,2003.484,8539.593999999994,0.7054200864712589,B0007
164,120.562,620.953,1398.859,1988.796,8441.313,0.7054974814173902,B0007
165,120.454,615.422,1395.329,1984.782,8169.311999999999,0.7030857145199401,B0007
166,117.797,608.109,1382.859,1972.375,8344.531,0.7031679239846461,B0007
167,117.64,607.781,1380.359,1973.453,8597.937,0.7002276199533257,B0007
168,115.578,600.578,1373.297,1961.281,7931.094,0.7108932523027577,B0007
169,102.64,595.609,1410.328,2010.609,8201.625,0.7162276360312717,B0007
