cycle,time 3.9v,time 4.0v,time 4.1v,time 4.2v,time end,SoH,cell
47,442.094,1432.657,2327.688,2970.328,7788.657000000001,0.8709248023980004,B0005
48,422.062,1390.031,2292.812,2936.468,7381.047,0.8680456755923569,B0005
49,404.578,1365.953,2261.094,2908.312,7897.4220000000005,0.8968120074286804,B0005
50,354.266,1317.282,2268.985,2923.735,7022.655999999999,0.8915945111636637,B0005
51,598.329,1649.375,2523.985,3149.735,6913.812,0.8836821038139479,B0005
52,532.125,1563.391,2446.063,3075.5,7300.6720000000005,0.8785088925176533,B0005
53,489.797,1498.156,2383.452999999994,3018.8439999999973,6738.014999999999,0.8734353089918954,B0005
54,464.39,1456.828,2345.062,2980.953,7629.953000000001,0.8708586253728572,B0005
55,439.828,1415.688,2303.625,2942.875,7035.2029999999995,0.8682112528239093,B0005
56,434.578,1407.297,2292.687,2929.656,7317.328,0.8631608619617913,B0005
57,424.266,1388.891,2271.078,2910.891,7526.156000000001,0.8579032694665066,B0005
58,402.078,1357.8439999999973,2240.4850000000006,2878.6879999999946,7927.139999999999,0.855266675567596,B0005
59,384.14,1326.812,2208.609,2844.781,7960.594,0.8530072498242605,B0005
60,369.218,1302.234,2184.593,2820.546,7865.4220000000005,0.8501555136321294,B0005
61,369.39,1304.906,2179.109,2812.578,7776.062,0.8472899300898947,B0005
62,358.875,1284.906,2156.437,2791.906,7944.187999999999,0.8424514543304643,B0005
63,351.844,1264.719,2138.0,2772.219,7018.64,0.8372370795579859,B0005
64,336.703,1235.031,2101.844,2738.828,7535.531000000001,0.8372846239939551,B0005
65,314.391,1198.813,2068.938,2705.875,8005.188,0.8318581879907025,B0005
66,324.14,1211.921,2075.921,2711.203,8094.812,0.829506934374123,B0005
67,324.187,1201.766,2061.937,2691.766,7789.281000000001,0.8269270286667507,B0005
68,299.25,1163.985,2021.016,2655.922,7497.438,0.8213268910650655,B0005
69,293.453,1143.359,2003.281,2635.968,8026.500000000001,0.8189289215111849,B0005
70,278.688,1115.454,1972.922,2603.172,7891.4529999999995,0.8163675203549554,B0005
71,274.297,1102.078,1954.469,2590.406,7877.344,0.8138764457766808,B0005
72,269.109,1088.531,1935.641,2568.594,7335.812000000001,0.8110627427605795,B0005
73,263.859,1071.015,1917.687,2551.546,8254.11,0.8056628301882924,B0005
74,258.547,1052.453,1899.484,2530.812,8246.516,0.8032815698744192,B0005
75,243.532,1027.235,1871.422,2497.61,8248.25,0.8007571116958797,B0005
76,240.906,1015.891,1855.484,2482.266,8324.515000000001,0.795184615700164,B0005
77,235.953,998.047,1832.938,2461.219,8345.374999999996,0.7928944984121106,B0005
78,220.969,969.5,1802.719,2429.313,8000.234,0.7924715353687058,B0005
79,218.516,955.078,1782.36,2408.641,8398.453,0.7977631946247968,B0005
80,175.578,899.297,1752.547,2391.187,8327.829,0.7873650873900518,B0005
81,228.343,974.859,1806.797,2427.125,8379.312000000005,0.7824509975468973,B0005
82,206.344,915.594,1742.859,2365.953,8439.312,0.7798829736685181,B0005
83,193.656,885.437,1709.578,2332.422,7875.639999999999,0.7797407834092117,B0005
84,195.938,882.281,1700.125,2321.688,8485.530999999999,0.777344676795305,B0005
85,200.85899999999998,896.531,1711.187,2329.937,8475.969000000001,0.7744370539945209,B0005
86,198.141,886.953,1695.5,2312.25,8343.687000000005,0.769118299471279,B0005
87,193.125,869.562,1671.859,2290.593,7826.579000000001,0.763957129125514,B0005
88,180.844,836.86,1633.953,2253.532,8552.328000000001,0.7642626314878223,B0005
89,170.64,811.468,1607.968,2226.968,8579.36,0.761323662642189,B0005
90,175.719,822.828,1617.734,2234.625,8510.203,0.7587429969244934,B0005
91,175.312,818.781,1610.187,2216.984,8587.813000000006,0.8029094495653295,B0005
92,155.656,819.641,1662.094,2295.156,8507.421999999999,0.7819245723372212,B0005
93,220.656,934.203,1742.766,2354.078,8190.3749999999945,0.7740457623883893,B0005
94,206.015,897.531,1701.547,2308.422,8392.703,0.7661877815934296,B0005
95,188.28199999999998,851.891,1652.547,2262.297,8543.516,0.7634764134244852,B0005
96,183.641,836.469,1631.36,2238.985,8454.453,0.7584786508568163,B0005
97,175.312,814.328,1604.109,2209.406,8499.0,0.7559487980071347,B0005
98,170.75,801.391,1588.547,2194.141,8611.156000000006,0.7532819480340552,B0005
99,166.25,787.016,1571.313,2177.047,8186.563,0.7507726763335681,B0005
100,165.282,776.516,1558.235,2158.922,8646.171999999999,0.7454222025200119,B0005
101,155.421,756.0,1530.781,2131.562,8673.938,0.7429341922806005,B0005
102,152.813,748.641,1517.625,2116.0,8690.844,0.740206838988053,B0005
103,148.063,738.375,1503.125,2101.422,8266.484000000002,0.7376047934515816,B0005
104,145.656,721.344,1486.187,2082.031,8724.687999999998,0.7429517994152012,B0005
105,110.203,667.984,1469.609,2080.859,7962.313,0.7480459149068348,B0005
106,165.562,778.687,1549.594,2143.875,8425.937,0.7404002973464492,B0005
107,155.344,746.109,1507.578,2101.844,7815.3589999999995,0.7348771634233412,B0005
108,145.516,718.5,1478.078,2067.61,8249.796,0.7269506137422964,B0005
109,140.75,696.234,1455.75,2046.078,8760.031,0.7270731033617847,B0005
110,132.96800000000002,683.578,1438.281,2023.968,8017.953,0.7275118759533415,B0005
111,137.953,691.281,1443.531,2029.125,8690.156,0.724521081880618,B0005
112,135.297,683.844,1427.797,2016.047,8788.671999999999,0.7193354685740283,B0005
113,125.25,650.0,1392.016,1975.234,8830.453,0.7167227160784895,B0005
114,122.515,640.281,1379.468,1962.562,8048.844000000001,0.7166979450419048,B0005
115,125.64099999999999,648.344,1382.547,1965.516,8841.109,0.71403243672388,B0005
116,122.922,645.829,1377.344,1955.329,8850.234,0.7114601590870593,B0005
117,117.797,626.203,1357.672,1935.562,8871.657,0.708714516365654,B0005
118,113.01599999999999,611.312,1337.672,1915.578,8889.969000000001,0.706204614397223,B0005
119,110.203,598.14,1324.312,1899.187,8611.266,0.7062893964700965,B0005
120,115.14099999999999,607.687,1327.406,1903.156,8299.625,0.7037991865734948,B0005
121,112.578,607.906,1326.438,1896.734,8244.124999999996,0.7166960242610738,B0005
122,110.469,626.203,1388.25,1975.562,8365.11,0.7191275088396454,B0005
123,132.891,665.282,1399.485,1979.032,8721.030999999995,0.7086773587242763,B0005
124,117.719,620.625,1346.438,1921.156,8707.782,0.7034908318388216,B0005
125,108.094,590.359,1313.422,1885.984,8921.125,0.7006018891793813,B0005
126,105.156,577.547,1298.547,1868.953,8853.562,0.6983504116363164,B0005
127,102.969,565.312,1282.312,1852.625,8920.344,0.695642394426363,B0005
128,100.43700000000001,560.359,1269.219,1839.172000000006,8906.546999999991,0.6931143838989174,B0005
129,98.01599999999999,547.812,1256.937,1824.531,8982.562999999998,0.6902183380987069,B0005
130,95.5,532.812,1237.453,1805.125,8308.516,0.6876182075128112,B0005
131,92.859,522.718,1224.015,1789.187,8796.625,0.6852564012447504,B0005
132,90.531,520.375,1219.203,1782.312,9024.25,0.6852542783135199,B0005
133,90.297,512.6870000000054,1209.422000000006,1773.3589999999967,9031.922000000006,0.6823677554340759,B0005
134,87.719,499.922,1193.297,1756.672,8976.719,0.687696008447881,B0005
135,67.781,456.906,1191.391,1769.375,9036.172,0.6930557575767696,B0005
136,127.719,605.469,1294.25,1849.11,8902.156000000003,0.6849250017919469,B0005
137,92.89099999999999,521.844,1220.25,1777.656,9027.969000000001,0.6823913974630379,B0005
138,90.125,507.437,1199.125,1759.656,9047.016,0.6771610233129982,B0005
139,82.67099999999999,487.578,1176.14,1733.75,8768.703,0.6773208509189481,B0005
140,85.313,495.016,1186.594,1741.985,8947.233999999999,0.6773519606596203,B0005
141,87.36,497.047,1183.188,1738.282,8698.171999999999,0.674657498751729,B0005
142,82.688,477.469,1158.657,1714.016,8479.234,0.6720945968985277,B0005
143,80.23400000000001,459.953,1138.359,1691.468,9042.234999999999,0.6694956895347878,B0005
144,77.515,452.0,1126.359,1679.468,8968.344,0.6694572615103486,B0005
145,80.235,459.375,1133.172,1685.657,8935.578000000001,0.6670033379880828,B0005
146,77.68700000000001,450.187,1121.297,1668.781,8300.796999999995,0.6643222154587457,B0005
147,75.281,431.766,1100.922,1651.047,8850.046999999999,0.6615854496138109,B0005
148,70.01599999999999,414.516,1080.328,1627.86,8942.875,0.6590845794222598,B0005
149,67.547,409.437,1070.343,1620.422,9184.342999999999,0.6592332218320167,B0005
150,70.297,419.422,1078.547,1626.172,8411.328,0.659146520051351,B0005
151,70.26599999999999,416.938,1075.844,1621.172,8933.953,0.661936211122134,B0005
152,35.109,298.094,994.594,1567.672,9239.655999999999,0.6800608383277392,B0005
153,87.75,485.219,1174.219,1736.766,9053.296999999995,0.6697653433973677,B0005
154,77.98400000000001,454.391,1135.391,1688.078,8886.563,0.6645143282560348,B0005
155,72.578,432.14,1105.39,1655.875,8418.234,0.6618370637499478,B0005
156,70.14099999999999,419.11,1088.078,1636.422,8786.625,0.6593169483766465,B0005
157,67.828,408.875,1075.421,1623.312,8910.734,0.6567375660662136,B0005
158,67.469,401.219,1065.297,1608.797,8658.015000000005,0.6566010317221102,B0005
159,68.094,399.875,1058.891,1602.578,8965.531,0.6538979973472177,B0005
160,65.187,389.094,1045.453,1589.234,9209.109999999999,0.6515164593202959,B0005
161,62.735,384.235,1037.875,1578.844,8700.203000000001,0.6516786779519103,B0005
162,65.078,385.89,1034.796,1578.671,8720.719,0.6517050219327821,B0005
163,65.422,384.5,1036.062,1575.265,8967.812999999995,0.6489435403247853,B0005
164,62.812,376.953,1023.703,1563.25,8866.859,0.6490367528459451,B0005
165,62.907,374.297,1018.047,1559.469,8594.625,0.6467318069221215,B0005
166,62.609,366.562,1010.265,1547.125,8769.781,0.644001696309559,B0005
167,60.14,361.14,1000.422,1536.906,9034.484,0.6437262610689704,B0005
168,60.25,361.719,1000.688,1535.297,8357.078,0.6545076821153677,B0005
169,52.656,341.578,1022.922,1582.203,8630.031,0.6625396643214678,B0005
